,mmu00010,mmu00030,mmu00051,mmu00240,mmu00250,mmu00410,mmu00430,mmu00511,mmu00513,mmu00520,mmu00531,mmu00600,mmu00603,mmu00604,mmu00650,mmu01100,mmu01200,mmu01230,mmu01232,mmu01240,mmu01521,mmu04010,mmu04014,mmu04015,mmu04020,mmu04022,mmu04024,mmu04060,mmu04066,mmu04070,mmu04072,mmu04080,mmu04114,mmu04142,mmu04144,mmu04145,mmu04148,mmu04151,mmu04210,mmu04218,mmu04270,mmu04310,mmu04350,mmu04371,mmu04380,mmu04390,mmu04510,mmu04512,mmu04540,mmu04550,mmu04610,mmu04611,mmu04621,mmu04625,mmu04630,mmu04710,mmu04714,mmu04720,mmu04721,mmu04723,mmu04724,mmu04725,mmu04726,mmu04727,mmu04728,mmu04730,mmu04750,mmu04810,mmu04814,mmu04912,mmu04915,mmu04918,mmu04919,mmu04921,mmu04922,mmu04924,mmu04925,mmu04926,mmu04927,mmu04928,mmu04929,mmu04934,mmu04935,mmu04940,mmu04970,mmu04971,mmu04972,mmu05010,mmu05012,mmu05017,mmu05020,mmu05022,mmu05032,mmu05033,mmu05034,mmu05152,mmu05163,mmu05165,mmu05167,mmu05170,mmu05200,mmu05202,mmu05205,mmu05206,mmu05214,mmu05215,mmu05217,mmu05218,mmu05230,mmu05231,mmu05323,mmu05418
cell_6346,-0.75,-0.75,-0.75,-0.9375,-0.125,-0.125,-0.125,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.125,-0.71576357,-0.75,-0.75,-0.9375,-0.9375,0.375,0.7173913,0.7173913,0.6226415,0.70212764,0.0,2.220446e-16,0.75,0.3076037,0.0,0.375,-0.1637931,0.0,-0.5,0.375,-0.8125,0.9375,0.79333335,0.0,0.0,-0.34792626,-0.875,0.75,-0.46774194,0.0,0.75,0.79333335,0.875,0.28341013,0.75,0.875,0.0,0.0,0.0,0.32258064,0.4375,-0.25,0.0,0.625,0.32413793,0.0,0.0,0.0,0.48790324,0.0,0.20698924,0.0,0.375,-0.4375,0.0,0.0,-0.09677419,0.75,0.0,0.0,0.0,0.0,-0.4375,0.0,0.4983871,0.0,0.20698924,0.0,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625,0.3125,-0.8125,0.28341013,0.875,0.0,0.0,0.58064514,1.0,0.8376344,0.375,0.375,0.375,0.75,0.375,0.375,0.375,1.0,0.75
cell_3648,-0.8125,-0.8125,-0.8125,-0.9375,-0.1875,-0.1875,-0.1875,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.1875,-0.727314,-0.8125,-0.8125,-0.9375,-0.9375,0.3125,0.75,0.75,0.6226415,0.73333335,0.0,-0.06451613,0.6875,0.23470522,0.0,0.3125,-0.2952586,0.0,-0.5625,0.3125,-0.875,-0.0625,0.70212764,0.0,0.0,-0.42137095,0.8125,0.6875,-0.53809524,0.0,0.6875,0.70212764,-0.125,0.20698924,0.6875,-0.125,0.0,0.0,0.0,0.2580645,0.375,-0.3125,0.0,0.5625,0.18850575,0.0,0.0,0.0,0.34005377,0.0,0.12903225,0.0,0.3125,-0.5,0.0,0.0,-0.12903225,0.6875,0.0,0.0,0.0,0.0,-0.5,0.0,0.4283154,0.0,0.12903225,0.0,-0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.5625,0.25,-0.875,0.20698924,-0.125,0.0,0.0,0.516129,1.0,-0.06451613,0.3125,0.3125,0.3125,0.6875,0.3125,0.3125,0.3125,1.0,0.6875
cell_5917,0.9375,0.9375,0.9375,-1.0,-0.375,-0.375,-0.375,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.375,-0.11995598,0.9375,0.9375,-1.0,-1.0,0.1875,0.825,0.825,0.7923077,0.73333335,-0.1875,-0.23387097,0.5,1.0,-0.1875,0.1875,-0.087728195,-0.1875,-0.6875,0.1875,-0.875,0.8125,0.67346936,-0.1875,-0.1875,-0.41935483,-0.9375,0.5,-0.593617,-0.1875,0.5,0.67346936,-0.3125,3.330669e-16,0.5,-0.3125,-0.1875,-0.1875,-0.1875,0.12903225,0.875,0.75,-0.1875,0.375,0.4503876,-0.1875,-0.1875,-0.1875,1.110223e-16,-0.1875,-0.032258064,-0.1875,0.1875,-0.625,-0.1875,-0.1875,-0.32258064,0.5,-0.1875,-0.1875,-0.1875,-0.1875,-0.625,-0.1875,0.06451613,-0.1875,-0.032258064,-0.1875,-0.375,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,0.375,0.375,0.125,-0.875,3.330669e-16,-0.3125,-0.1875,-0.1875,0.3548387,1.0,-0.2580645,0.1875,0.1875,0.1875,0.5,0.1875,0.1875,0.1875,1.0,0.5
cell_1590,-0.8125,-0.8125,-0.8125,-0.9375,-0.4375,-0.4375,-0.4375,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.4375,-0.7586207,-0.8125,-0.8125,-0.9375,-0.9375,0.0,0.9042339,0.9042339,0.7811321,0.72820514,-0.25,0.44700462,0.375,0.171659,-0.25,0.0,0.21182266,-0.25,-0.625,0.0,-0.875,-0.3125,0.65426356,-0.25,-0.25,-0.41935483,0.875,0.375,-0.5,-0.25,0.375,0.65426356,-0.375,-0.12903225,0.375,-0.375,-0.25,-0.25,-0.25,-0.032258064,0.0625,0.625,-0.25,0.25,0.24414414,-0.25,-0.25,-0.25,-0.09677419,-0.25,0.60056925,-0.25,0.0,-0.5625,-0.25,-0.25,0.44408602,0.375,-0.25,-0.25,-0.25,-0.25,-0.5625,-0.25,-0.032258064,-0.25,0.60056925,-0.25,-0.4375,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.25,0.25,0.8125,-0.875,-0.12903225,-0.375,-0.25,-0.25,0.28341013,0.9375,-0.32258064,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.9375,0.375
cell_4108,-0.75,-0.75,-0.75,-0.9375,-0.125,-0.125,-0.125,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.125,-0.71576357,-0.75,-0.75,-0.9375,-0.9375,0.9375,1.0,1.0,0.90140843,0.92753625,0.125,0.06451613,0.8125,0.3076037,0.125,0.9375,-0.1012931,0.125,-0.5,0.9375,-0.8125,0.0,0.9846154,0.125,0.125,-0.16129032,-0.875,0.8125,-0.35714287,0.125,0.8125,0.9846154,-0.0625,0.796595,0.8125,-0.0625,0.125,0.125,0.125,0.67741936,0.5,-0.25,0.125,0.6875,0.32380953,0.125,0.125,0.125,0.5620347,0.125,0.29032257,0.125,0.9375,-0.4375,0.125,0.125,-0.032258064,0.8125,0.125,0.125,0.125,0.125,-0.4375,0.125,0.42059553,0.125,0.29032257,0.125,-0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.6875,0.6875,0.4375,-0.8125,0.796595,-0.0625,0.125,0.125,0.9032258,1.0,0.032258064,0.9375,0.9375,0.9375,0.8125,0.9375,0.9375,0.9375,1.0,0.8125
cell_2638,-0.8125,-0.8125,-0.8125,-0.9375,-0.3125,-0.3125,-0.3125,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.3125,-0.7549261,-0.8125,-0.8125,-0.9375,-0.9375,0.875,0.9354839,0.9354839,0.75525117,0.8857143,-0.125,-0.3172043,0.4375,0.171659,-0.125,0.875,0.03320562,-0.125,-0.6875,0.875,0.5625,-0.25,1.0,-0.125,-0.125,-0.47653958,-0.875,0.4375,0.12222222,-0.125,0.4375,1.0,1.0,0.77721775,0.4375,1.0,-0.125,-0.125,-0.125,0.8376344,0.125,-0.4375,-0.125,0.3125,-0.06666667,-0.125,-0.125,-0.125,2.220446e-16,-0.125,-0.032258064,-0.125,0.875,-0.625,-0.125,-0.125,-0.2580645,0.4375,-0.125,-0.125,-0.125,-0.125,-0.625,-0.125,0.06451613,-0.125,-0.032258064,-0.125,-0.3125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,0.3125,0.3125,0.0625,0.5625,0.77721775,1.0,-0.125,-0.125,0.67741936,0.9375,0.9166667,0.875,0.875,0.875,0.4375,0.875,0.875,0.875,0.9375,0.4375
cell_2668,-0.75,-0.75,-0.75,-0.9375,-0.4375,-0.4375,-0.4375,0.625,0.625,0.625,0.625,0.625,0.625,0.625,-0.4375,-0.47714514,-0.75,-0.75,-0.9375,-0.9375,0.0,0.9705882,0.9705882,0.6340136,0.9846154,0.9375,0.6357527,0.375,0.3076037,0.9375,0.0,-0.08866995,0.9375,0.625,0.0,-0.8125,0.875,0.9169399,0.9375,0.9375,0.7741935,-0.875,0.375,0.51293534,0.9375,0.375,0.9169399,0.8125,0.9042339,0.375,0.8125,0.9375,0.9375,0.9375,-0.06451613,0.0625,-0.5,0.9375,0.25,0.4969697,0.9375,0.9375,0.9375,-0.09677419,0.9375,0.9042339,0.9375,0.0,0.5625,0.9375,0.9375,0.87096775,0.375,0.9375,0.9375,0.9375,0.9375,0.5625,0.9375,0.75127333,0.9375,0.9042339,0.9375,-0.4375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.25,0.25,-0.0625,-0.8125,0.9042339,0.8125,0.9375,0.9375,0.28341013,1.0,0.9032258,0.0,0.0,0.0,0.375,0.0,0.0,0.0,1.0,0.375
cell_66,-0.875,-0.875,-0.875,0.5,0.75,0.75,0.75,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.75,0.26206896,-0.875,-0.875,0.5,0.5,0.9375,1.0,1.0,0.9,0.8767123,-0.3125,0.42215988,0.3125,0.16451614,-0.3125,0.9375,0.22452107,-0.3125,0.625,0.9375,-0.9375,-0.375,0.83116883,-0.3125,-0.3125,0.22695853,-1.0,0.3125,-0.1122449,-0.3125,0.3125,0.83116883,-0.4375,0.71048385,0.3125,-0.4375,-0.3125,-0.3125,-0.3125,0.9042339,0.0,0.6875,-0.3125,0.1875,0.25641027,-0.3125,-0.3125,-0.3125,0.5231855,-0.3125,0.63412565,-0.3125,0.9375,0.5625,-0.3125,-0.3125,-0.41935483,0.3125,-0.3125,-0.3125,-0.3125,-0.3125,0.5625,-0.3125,-0.09677419,-0.3125,0.63412565,-0.3125,0.75,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,0.1875,0.1875,0.875,-0.9375,0.71048385,-0.4375,-0.3125,-0.3125,0.6735791,1.0,-0.38709676,0.9375,0.9375,0.9375,0.3125,0.9375,0.9375,0.9375,1.0,0.3125
cell_4156,-0.8125,-0.8125,-0.8125,-1.0,-0.25,-0.25,-0.25,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.25,-0.7767031,-0.8125,-0.8125,-1.0,-1.0,0.25,0.78571427,0.78571427,0.6226415,0.76744187,0.0,-0.12903225,0.625,0.23470522,0.0,0.25,-0.41710874,0.0,-0.625,0.25,-0.875,-0.125,0.70212764,0.0,0.0,-0.49283153,-0.9375,0.625,-0.6076923,0.0,0.625,0.70212764,-0.1875,0.12903225,0.625,-0.1875,0.0,0.0,0.0,0.19354838,0.3125,-0.375,0.0,0.5,0.06666667,0.0,0.0,0.0,0.1922043,0.0,0.09677419,0.0,0.25,-0.5625,0.0,0.0,-0.19032258,0.625,0.0,0.0,0.0,0.0,-0.5625,0.0,0.35685483,0.0,0.09677419,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1875,-0.875,0.12903225,-0.1875,0.0,0.0,0.4516129,1.0,-0.09677419,0.25,0.25,0.25,0.625,0.25,0.25,0.25,1.0,0.625
cell_6560,-0.8125,-0.8125,-0.8125,-0.9375,-0.25,-0.25,-0.25,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.25,-0.7400862,-0.8125,-0.8125,-0.9375,-0.9375,0.3125,0.75,0.75,0.6,0.73333335,0.0,0.6400293,0.6875,0.23470522,0.0,0.3125,0.057168785,0.0,-0.625,0.3125,-0.875,-0.125,0.67346936,0.0,0.0,-0.49283153,0.8125,0.6875,-0.6076923,0.0,0.6875,0.67346936,-0.1875,0.20698924,0.6875,-0.1875,0.0,0.0,0.0,0.29032257,0.375,-0.375,0.0,0.5625,0.14623655,0.0,0.0,0.0,0.27915633,0.0,0.9042339,0.0,0.3125,-0.5625,0.0,0.0,-0.19032258,0.6875,0.0,0.0,0.0,0.0,-0.5625,0.0,0.4283154,0.0,0.9042339,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.5625,0.9375,-0.875,0.20698924,-0.1875,0.0,0.0,0.516129,1.0,-0.09677419,0.3125,0.3125,0.3125,0.6875,0.3125,0.3125,0.3125,1.0,0.6875
cell_3826,0.8125,0.8125,0.8125,-1.0,-0.3125,-0.3125,-0.3125,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.3125,-0.19847634,0.8125,0.8125,-1.0,-1.0,0.25,0.78571427,0.78571427,0.6,0.8767123,0.9375,-0.16568916,0.625,0.9354839,0.9375,0.25,-0.46120688,0.9375,-0.625,0.25,-0.875,-0.1875,0.67346936,0.9375,0.9375,0.48521507,-0.9375,0.625,0.06521739,0.9375,0.625,0.67346936,-0.25,0.71048385,0.625,-0.25,0.9375,0.9375,0.9375,0.19354838,0.3125,-0.4375,0.9375,0.5,0.52021855,0.9375,0.9375,0.9375,0.13771713,0.9375,0.75127333,0.9375,0.25,-0.5625,0.9375,0.9375,0.6735791,0.625,0.9375,0.9375,0.9375,0.9375,-0.5625,0.9375,0.7096774,0.9375,0.75127333,0.9375,-0.3125,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.5,0.5,0.1875,-0.875,0.71048385,-0.25,0.9375,0.9375,0.4516129,1.0,0.75127333,0.25,0.25,0.25,0.625,0.25,0.25,0.25,1.0,0.625
cell_5537,-0.8125,-0.8125,-0.8125,-0.9375,-0.25,-0.25,-0.25,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.25,-0.7400862,-0.8125,-0.8125,-0.9375,-0.9375,0.875,0.9677419,0.9677419,0.81598175,0.9507936,-0.0625,-0.09677419,0.625,0.23470522,-0.0625,0.875,0.24310344,-0.0625,-0.625,0.875,-0.875,-0.1875,1.0,-0.0625,-0.0625,-0.49283153,0.75,0.625,0.35555556,-0.0625,0.625,1.0,0.9375,0.8376344,0.625,0.9375,-0.0625,-0.0625,-0.0625,0.67652327,0.3125,-0.375,-0.0625,0.5,0.06666667,-0.0625,-0.0625,-0.0625,0.1922043,-0.0625,0.12580645,-0.0625,0.875,-0.5625,-0.0625,-0.0625,-0.19354838,0.625,-0.0625,-0.0625,-0.0625,-0.0625,-0.5625,-0.0625,0.35685483,-0.0625,0.12580645,-0.0625,-0.25,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0.5,0.5,0.25,-0.875,0.8376344,0.9375,-0.0625,-0.0625,0.7741935,1.0,0.9042339,0.875,0.875,0.875,0.625,0.875,0.875,0.875,1.0,0.625
cell_1553,-0.875,-0.875,-0.875,-0.9375,-0.3125,-0.3125,-0.3125,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.3125,-0.7574178,-0.875,-0.875,-0.9375,-0.9375,0.25,0.78571427,0.78571427,0.6,0.76744187,-0.0625,-0.16568916,0.625,0.16451614,-0.0625,0.25,-0.5,-0.0625,-0.6875,0.25,0.875,-0.1875,0.67346936,-0.0625,-0.0625,-0.5629032,0.75,0.625,-0.67674416,-0.0625,0.625,0.67346936,-0.25,0.12580645,0.625,-0.25,-0.0625,-0.0625,-0.0625,0.71048385,0.3125,-0.4375,-0.0625,0.5,0.033333335,-0.0625,-0.0625,-0.0625,0.13771713,-0.0625,0.06451613,-0.0625,0.25,-0.625,-0.0625,-0.0625,-0.2715054,0.625,-0.0625,-0.0625,-0.0625,-0.0625,-0.625,-0.0625,0.35685483,-0.0625,0.06451613,-0.0625,-0.3125,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0.5,0.5,0.1875,0.875,0.12580645,-0.25,-0.0625,-0.0625,0.4516129,1.0,-0.16129032,0.25,0.25,0.25,0.625,0.25,0.25,0.25,1.0,0.625
cell_5237,-0.8125,-0.8125,-0.8125,-1.0,-0.375,-0.375,-0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.375,-0.16103448,-0.8125,-0.8125,-1.0,-1.0,0.125,0.3548387,0.3548387,0.06666667,0.6019608,0.8125,0.57363254,0.875,-0.26539588,0.8125,0.125,0.0017683466,0.8125,1.0,0.125,-0.875,-0.25,0.13333334,0.8125,0.8125,0.35630497,-0.9375,0.875,-0.042857144,0.8125,0.875,0.13333334,-0.3125,0.6502016,0.875,-0.3125,0.8125,0.8125,0.8125,0.09677419,0.1875,-0.4375,0.8125,0.375,0.354717,0.8125,0.8125,0.8125,1.110223e-16,0.8125,0.9032258,0.8125,0.125,-0.5625,0.8125,0.8125,0.8064516,0.875,0.8125,0.8125,0.8125,0.8125,-0.5625,0.8125,0.58064514,0.8125,0.9032258,0.8125,-0.375,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.375,0.375,0.9375,-0.875,0.6502016,-0.3125,0.8125,0.8125,0.7239089,0.5625,0.5564516,0.125,0.125,0.125,0.875,0.125,0.125,0.125,0.5625,0.875
cell_3036,-0.8125,-0.8125,-0.8125,-0.9375,-0.1875,-0.1875,-0.1875,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.1875,-0.727314,-0.8125,-0.8125,-0.9375,-0.9375,0.25,0.48387095,0.48387095,0.24715447,0.5754386,0.75,-0.09677419,0.9375,-0.1061828,0.75,0.25,-0.3305847,0.75,-0.5625,0.25,-0.875,-0.0625,0.3809524,0.75,0.75,0.3669355,0.875,0.9375,-0.052542374,0.75,0.9375,0.3809524,-0.125,0.516129,0.9375,-0.125,0.75,0.75,0.75,0.78571427,0.3125,-0.3125,0.75,0.5,0.45686275,0.75,0.75,0.75,0.25659823,0.75,0.5231855,0.75,0.25,-0.5,0.75,0.75,0.5231855,0.9375,0.75,0.75,0.75,0.75,-0.5,0.75,0.61290324,0.75,0.5231855,0.75,-0.1875,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.1875,-0.875,0.516129,-0.125,0.75,0.75,0.71048385,0.6875,0.6347926,0.25,0.25,0.25,0.9375,0.25,0.25,0.25,0.6875,0.9375
cell_6574,-0.8125,-0.8125,-0.8125,-0.9375,-0.3125,-0.3125,-0.3125,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.3125,-0.6896552,-0.8125,-0.8125,-0.9375,-0.9375,0.1875,0.75127333,0.75127333,0.5659864,0.6894309,-0.125,-0.16129032,0.5625,0.171659,-0.125,0.1875,-0.4130747,-0.125,-0.5625,0.1875,-0.875,0.6875,0.62222224,-0.125,-0.125,0.7064516,1.0,0.5625,0.2632653,-0.125,0.5625,0.62222224,-0.25,0.032258064,0.5625,-0.25,-0.125,-0.125,-0.125,0.5231855,0.25,-0.375,-0.125,0.4375,0.033333335,-0.125,-0.125,-0.125,0.06451613,-0.125,3.330669e-16,-0.125,0.1875,0.8125,-0.125,-0.125,0.77721775,0.5625,-0.125,-0.125,-0.125,-0.125,0.8125,-0.125,0.16733871,-0.125,3.330669e-16,-0.125,-0.3125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,0.4375,0.4375,0.125,-0.875,0.032258064,-0.25,-0.125,-0.125,0.38709676,0.9375,-0.19354838,0.1875,0.1875,0.1875,0.5625,0.1875,0.1875,0.1875,0.9375,0.5625
cell_432,-0.875,-0.875,-0.875,0.6875,-0.375,-0.375,-0.375,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.375,-0.3215517,-0.875,-0.875,0.6875,0.6875,0.125,0.8684211,0.8684211,0.85641026,0.76744187,-0.1875,0.57363254,0.5,0.16451614,-0.1875,0.125,0.40645635,-0.1875,-0.625,0.125,-0.9375,-0.25,0.70212764,-0.1875,-0.1875,-0.38709676,-1.0,0.5,-0.51705426,-0.1875,0.5,0.70212764,-0.3125,-0.032258064,0.5,-0.3125,-0.1875,-0.1875,-0.1875,0.09677419,0.1875,0.8125,-0.1875,0.375,0.4888889,-0.1875,-0.1875,-0.1875,1.110223e-16,-0.1875,0.796595,-0.1875,0.125,-0.5625,-0.1875,-0.1875,-0.32258064,0.5,-0.1875,-0.1875,-0.1875,-0.1875,-0.5625,-0.1875,0.06451613,-0.1875,0.796595,-0.1875,-0.375,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,0.375,0.375,0.9375,-0.9375,-0.032258064,-0.3125,-0.1875,-0.1875,0.32258064,1.0,-0.2580645,0.125,0.125,0.125,0.5,0.125,0.125,0.125,1.0,0.5
cell_5089,0.625,0.625,0.625,0.5625,-0.4375,-0.4375,-0.4375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,-0.4375,0.63834155,0.625,0.625,0.5625,0.5625,0.125,0.6502016,0.6502016,0.33741498,0.5297297,-0.1875,-0.47653958,0.4375,0.7419355,-0.1875,0.125,-0.6412681,-0.1875,0.9375,0.125,-0.9375,-0.3125,0.427907,-0.1875,-0.1875,-0.48511165,-1.0,0.4375,-0.6312925,-0.1875,0.4375,0.427907,-0.375,-0.032258064,0.4375,-0.375,-0.1875,-0.1875,-0.1875,0.8684211,0.1875,-0.5625,-0.1875,0.3125,-0.13333334,-0.1875,-0.1875,-0.1875,-0.06451613,-0.1875,-0.06451613,-0.1875,0.125,-0.6875,-0.1875,-0.1875,-0.3548387,0.4375,-0.1875,-0.1875,-0.1875,-0.1875,-0.6875,-0.1875,0.032258064,-0.1875,-0.06451613,-0.1875,-0.4375,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,0.3125,0.3125,0.0625,-0.9375,-0.032258064,-0.375,-0.1875,-0.1875,0.29032257,0.8125,-0.29032257,0.125,0.125,0.125,0.4375,0.125,0.125,0.125,0.8125,0.4375
cell_913,-0.875,-0.875,-0.875,-1.0,-0.25,-0.25,-0.25,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.25,-0.77873564,-0.875,-0.875,-1.0,-1.0,0.3125,0.75,0.75,0.6,0.73333335,0.0,-0.09677419,0.6875,0.16451614,0.0,0.3125,-0.38505748,0.0,-0.625,0.3125,0.8125,-0.125,0.67346936,0.0,0.0,-0.49283153,-0.9375,0.6875,-0.6076923,0.0,0.6875,0.67346936,-0.1875,0.20698924,0.6875,-0.1875,0.0,0.0,0.0,0.2580645,0.375,-0.375,0.0,0.5625,0.14623655,0.0,0.0,0.0,0.27915633,0.0,0.12903225,0.0,0.3125,-0.5625,0.0,0.0,-0.19032258,0.6875,0.0,0.0,0.0,0.0,-0.5625,0.0,0.4283154,0.0,0.12903225,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.5625,0.25,0.8125,0.20698924,-0.1875,0.0,0.0,0.516129,1.0,-0.09677419,0.3125,0.3125,0.3125,0.6875,0.3125,0.3125,0.3125,1.0,0.6875
cell_3736,-0.875,-0.875,-0.875,0.9375,-0.3125,-0.3125,-0.3125,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.3125,-0.08973354,-0.875,-0.875,0.9375,0.9375,0.1875,0.825,0.825,0.6226415,0.76744187,-0.125,-0.23387097,0.5,0.16451614,-0.125,0.1875,-0.53140396,-0.125,-0.6875,0.1875,-0.9375,-0.1875,0.70212764,-0.125,-0.125,-0.47653958,-1.0,0.5,-0.6333333,-0.125,0.5,0.70212764,-0.25,0.032258064,0.5,-0.25,-0.125,-0.125,-0.125,0.12903225,0.875,-0.4375,-0.125,0.375,-0.033333335,-0.125,-0.125,-0.125,0.032258064,-0.125,3.330669e-16,-0.125,0.1875,-0.625,-0.125,-0.125,-0.2580645,0.5,-0.125,-0.125,-0.125,-0.125,-0.625,-0.125,0.09677419,-0.125,3.330669e-16,-0.125,-0.3125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,0.375,0.375,0.125,-0.9375,0.032258064,-0.25,-0.125,-0.125,0.3548387,1.0,-0.19354838,0.1875,0.1875,0.1875,0.5,0.1875,0.1875,0.1875,1.0,0.5
cell_4191,-0.9375,-0.9375,-0.9375,-1.0,-0.5,-0.5,-0.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.5,-0.82758623,-0.9375,-0.9375,-1.0,-1.0,0.0625,0.84724855,0.84724855,0.78070176,0.65426356,-0.3125,-0.49283153,0.375,0.033333335,-0.3125,0.0625,-0.25339603,-0.3125,-0.75,0.0625,0.5625,-0.4375,0.95522386,-0.3125,-0.3125,-0.516129,0.875,0.375,-0.6030303,-0.3125,0.375,0.95522386,1.0,-0.12903225,0.375,1.0,-0.3125,-0.3125,-0.3125,4.440892e-16,0.125,0.6875,-0.3125,0.3125,0.29069766,-0.3125,-0.3125,-0.3125,-0.09677419,-0.3125,-0.19032258,-0.3125,0.0625,-0.6875,-0.3125,-0.3125,0.4772296,0.375,-0.3125,-0.3125,-0.3125,-0.3125,-0.6875,-0.3125,-0.032258064,-0.3125,-0.19032258,-0.3125,-0.5,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,0.3125,0.3125,0.0,0.5625,-0.12903225,1.0,-0.3125,-0.3125,0.22580644,0.9375,0.78571427,0.0625,0.0625,0.0625,0.375,0.0625,0.0625,0.0625,0.9375,0.375
cell_3942,-0.8125,-0.8125,-0.8125,-0.9375,-0.25,-0.25,-0.25,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.25,-0.7400862,-0.8125,-0.8125,-0.9375,-0.9375,0.3125,0.75,0.75,0.6,0.73333335,-0.0625,-0.09677419,0.625,0.23470522,-0.0625,0.3125,-0.38505748,-0.0625,-0.625,0.3125,-0.875,-0.1875,0.85333335,-0.0625,-0.0625,-0.49283153,0.75,0.625,-0.6076923,-0.0625,0.625,0.85333335,0.9375,0.20698924,0.625,0.9375,-0.0625,-0.0625,-0.0625,0.2580645,0.375,-0.375,-0.0625,0.5625,0.14623655,-0.0625,-0.0625,-0.0625,0.27915633,-0.0625,0.12580645,-0.0625,0.3125,-0.5625,-0.0625,-0.0625,-0.19354838,0.625,-0.0625,-0.0625,-0.0625,-0.0625,-0.5625,-0.0625,0.4283154,-0.0625,0.12580645,-0.0625,-0.25,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0.5625,0.5625,0.25,-0.875,0.20698924,0.9375,-0.0625,-0.0625,0.48387095,1.0,0.9042339,0.3125,0.3125,0.3125,0.625,0.3125,0.3125,0.3125,1.0,0.625
